index,lat_deg,lon_deg,cumulative_surface_distance_km,cumulative_flight_distance_km,density_kg_m3,temperature_k,pressure_pa
375,77.602989,-172.213872,4928.357,4944.862,0.06684291,218.650,4195.303
376,77.490144,-172.438995,4942.017,4958.567,0.06684627,218.689,4196.245
377,77.377197,-172.661408,4955.680,4972.276,0.06684954,218.727,4197.182
378,77.264149,-172.881181,4969.347,4985.989,0.06685316,218.765,4198.139
379,77.151004,-173.098378,4983.018,4999.705,0.06685677,218.803,4199.095
380,77.037763,-173.313065,4996.692,5013.425,0.06686043,218.841,4200.052
381,76.924428,-173.525303,5010.369,5027.149,0.06686416,218.878,4201.011
382,76.811003,-173.735152,5024.051,5040.876,0.06686833,218.916,4201.999
383,76.697488,-173.942670,5037.735,5054.606,0.06687223,218.954,4202.967
384,76.583887,-174.147913,5051.424,5068.341,0.06687647,218.991,4203.955
385,76.470201,-174.350936,5065.116,5082.078,0.06688090,219.029,4204.954
386,76.356432,-174.551791,5078.811,5095.820,0.06688499,219.066,4205.929
387,76.242582,-174.750530,5092.510,5109.564,0.06688973,219.104,4206.945
388,76.128653,-174.947202,5106.212,5123.312,0.06689428,219.141,4207.945
389,76.014647,-175.141856,5119.918,5137.064,0.06689900,219.178,4208.955
390,75.900566,-175.334537,5133.627,5150.819,0.06690392,219.215,4209.974
391,75.786411,-175.525291,5147.340,5164.578,0.06690884,219.252,4210.993
392,75.672185,-175.714162,5161.055,5178.339,0.06691389,219.289,4212.018
393,75.557888,-175.901193,5174.775,5192.105,0.06691900,219.325,4213.043
394,75.443523,-176.086424,5188.497,5205.873,0.06692422,219.362,4214.074
395,75.329092,-176.269896,5202.223,5219.645,0.06692971,219.398,4215.119
396,75.214595,-176.451648,5215.952,5233.420,0.06693513,219.435,4216.157
397,75.100035,-176.631718,5229.685,5247.198,0.06694075,219.471,4217.206
398,74.985412,-176.810141,5243.420,5260.980,0.06694654,219.507,4218.263
399,74.870730,-176.986955,5257.159,5274.765,0.06695240,219.543,4219.321
400,74.755988,-177.162194,5270.901,5288.553,0.06695833,219.578,4220.381
401,74.641189,-177.335892,5284.646,5302.344,0.06696445,219.614,4221.450
402,74.526334,-177.508080,5298.394,5316.138,0.06697050,219.649,4222.512
403,74.411424,-177.678792,5312.145,5329.935,0.06697686,219.685,4223.590
404,74.296461,-177.848058,5325.899,5343.735,0.06698330,219.720,4224.671
405,74.181447,-178.015908,5339.657,5357.539,0.06698972,219.755,4225.748
406,74.066381,-178.182372,5353.417,5371.345,0.06699641,219.789,4226.838
407,73.951267,-178.347478,5367.180,5385.154,0.06700308,219.824,4227.924
408,73.836105,-178.511254,5380.946,5398.966,0.06700996,219.858,4229.019
409,73.720897,-178.673727,5394.715,5412.781,0.06701700,219.892,4230.123
410,73.605643,-178.834924,5408.486,5426.599,0.06702401,219.927,4231.219
411,73.490346,-178.994869,5422.261,5440.420,0.06703120,219.960,4232.324
412,73.375006,-179.153589,5436.038,5454.243,0.06703857,219.994,4233.437
413,73.259625,-179.311107,5449.818,5468.069,0.06704601,220.027,4234.551
414,73.144203,-179.467447,5463.601,5481.898,0.06705356,220.061,4235.667
415,73.028743,-179.622632,5477.386,5495.729,0.06706113,220.094,4236.781
416,72.913245,-179.776686,5491.174,5509.563,0.06706895,220.126,4237.907
417,72.797711,-179.929628,5504.964,5523.400,0.06707676,220.159,4239.028
418,72.682141,179.918518,5518.757,5537.239,0.06708477,220.192,4240.158
419,72.566537,179.767732,5532.552,5551.080,0.06709284,220.224,4241.288
420,72.450900,179.617994,5546.350,5564.924,0.06710122,220.256,4242.433
421,72.335232,179.469283,5560.150,5578.770,0.06710942,220.287,4243.562
422,72.219533,179.321581,5573.952,5592.619,0.06711792,220.319,4244.706
423,72.103804,179.174869,5587.757,5606.470,0.06712650,220.350,4245.850
424,71.988047,179.029128,5601.564,5620.323,0.06713507,220.381,4246.990
425,71.872263,178.884339,5615.373,5634.179,0.06714398,220.412,4248.146
426,71.756452,178.740486,5629.184,5648.036,0.06715274,220.442,4249.289
427,71.640617,178.597552,5642.998,5661.896,0.06716189,220.473,4250.451
428,71.524758,178.455518,5656.813,5675.758,0.06717096,220.503,4251.604
429,71.408875,178.314370,5670.631,5689.621,0.06718023,220.532,4252.764
430,71.292971,178.174091,5684.450,5703.487,0.06718962,220.562,4253.927
431,71.177047,178.034666,5698.272,5717.355,0.06719902,220.591,4255.085
432,71.061102,177.896078,5712.095,5731.224,0.06720874,220.620,4256.258
433,70.945140,177.758314,5725.920,5745.096,0.06721840,220.649,4257.424
434,70.829159,177.621359,5739.747,5758.969,0.06722824,220.677,4258.595
435,70.713162,177.485198,5753.575,5772.844,0.06723826,220.705,4259.771
436,70.597150,177.349817,5767.406,5786.720,0.06724812,220.733,4260.933
437,70.481124,177.215204,5781.237,5800.598,0.06725842,220.760,4262.117
438,70.365084,177.081343,5795.071,5814.478,0.06726864,220.788,4263.290
439,70.249032,176.948223,5808.906,5828.359,0.06727899,220.815,4264.466
440,70.132969,176.815831,5822.742,5842.242,0.06728960,220.841,4265.654
441,70.016895,176.684154,5836.580,5856.126,0.06730007,220.868,4266.826
442,69.900812,176.553180,5850.419,5870.011,0.06731094,220.894,4268.018
443,69.784722,176.422896,5864.259,5883.898,0.06732167,220.919,4269.195
444,69.668624,176.293292,5878.101,5897.786,0.06733285,220.945,4270.395
445,69.552519,176.164356,5891.944,5911.675,0.06734364,220.970,4271.563
446,69.436410,176.036076,5905.788,5925.566,0.06735477,220.994,4272.749
447,69.320297,175.908442,5919.633,5939.457,0.06736620,221.019,4273.946
448,69.204180,175.781442,5933.479,5953.349,0.06737751,221.043,4275.130
449,69.088062,175.655067,5947.326,5967.243,0.06738907,221.067,4276.324
450,68.971942,175.529305,5961.173,5981.137,0.06740063,221.090,4277.511
451,68.855822,175.404147,5975.022,5995.032,0.06741253,221.113,4278.712
452,68.739703,175.279583,5988.872,6008.928,0.06742429,221.136,4279.901
453,68.623586,175.155603,6002.722,6022.825,0.06743623,221.159,4281.093
454,68.507472,175.032198,6016.573,6036.722,0.06744825,221.181,4282.283
455,68.391362,174.909358,6030.424,6050.620,0.06746052,221.202,4283.483
456,68.275257,174.787074,6044.276,6064.518,0.06747279,221.224,4284.676
457,68.159157,174.665337,6058.129,6078.417,0.06748512,221.245,4285.867
458,68.043065,174.544138,6071.982,6092.316,0.06749758,221.265,4287.058
459,67.926980,174.423469,6085.835,6106.216,0.06751025,221.286,4288.256
460,67.810904,174.303321,6099.689,6120.116,0.06752283,221.306,4289.442
461,67.694837,174.183685,6113.543,6134.016,0.06753576,221.325,4290.643
462,67.578782,174.064555,6127.397,6147.917,0.06754860,221.345,4291.832
463,67.462738,173.945921,6141.251,6161.818,0.06756178,221.363,4293.034
464,67.346707,173.827775,6155.105,6175.718,0.06757488,221.382,4294.224
465,67.230690,173.710111,6168.959,6189.619,0.06758806,221.400,4295.413
466,67.114687,173.592921,6182.814,6203.519,0.06760143,221.418,4296.607
467,66.998700,173.476196,6196.668,6217.420,0.06761492,221.435,4297.800
468,66.882730,173.359930,6210.522,6231.320,0.06762854,221.452,4298.995
469,66.766777,173.244116,6224.375,6245.220,0.06764210,221.468,4300.178
470,66.650842,173.128746,6238.229,6259.120,0.06765606,221.485,4301.380
471,66.534928,173.013814,6252.082,6273.019,0.06766987,221.500,4302.564
472,66.419034,172.899313,6265.934,6286.918,0.06768389,221.516,4303.754
473,66.303161,172.785236,6279.786,6300.817,0.06769796,221.531,4304.941
474,66.187311,172.671576,6293.638,6314.715,0.06771211,221.545,4306.124
475,66.071484,172.558328,6307.489,6328.612,0.06772645,221.560,4307.311
476,65.955681,172.445484,6321.339,6342.508,0.06774092,221.573,4308.500
477,65.839904,172.333039,6335.188,6356.404,0.06775545,221.587,4309.685
478,65.724153,172.220987,6349.037,6370.299,0.06776999,221.600,4310.862
479,65.608430,172.109321,6362.884,6384.193,0.06778477,221.612,4312.046
480,65.492735,171.998035,6376.731,6398.086,0.06779952,221.624,4313.221
481,65.377069,171.887125,6390.577,6411.978,0.06781450,221.636,4314.402
482,65.261433,171.776583,6404.421,6425.869,0.06782930,221.647,4315.564
483,65.145828,171.666404,6418.265,6439.759,0.06784456,221.658,4316.748
484,65.030256,171.556584,6432.107,6453.648,0.06785994,221.669,4317.931
485,64.914716,171.447116,6445.948,6467.535,0.06787512,221.679,4319.093
486,64.799211,171.337994,6459.788,6481.421,0.06789051,221.689,4320.260
487,64.683741,171.229215,6473.626,6495.306,0.06790603,221.698,4321.428
488,64.568306,171.120772,6487.463,6509.189,0.06792161,221.707,4322.591
489,64.452909,171.012660,6501.298,6523.070,0.06793733,221.715,4323.755
490,64.337549,170.904875,6515.132,6536.950,0.06795317,221.723,4324.919
491,64.222229,170.797411,6528.964,6550.829,0.06796902,221.731,4326.075
492,64.106948,170.690264,6542.794,6564.705,0.06798492,221.738,4327.226
493,63.991708,170.583429,6556.622,6578.580,0.06800110,221.744,4328.386
494,63.876509,170.476901,6570.449,6592.453,0.06801727,221.751,4329.537
495,63.761354,170.370675,6584.274,6606.324,0.06803358,221.756,4330.688
496,63.646242,170.264746,6598.096,6620.193,0.06804989,221.762,4331.832
497,63.531174,170.159111,6611.917,6634.060,0.06806627,221.767,4332.971
498,63.416153,170.053765,6625.735,6647.924,0.06808290,221.771,4334.118
499,63.301178,169.948704,6639.551,6661.787,0.06809954,221.775,4335.258
500,63.186250,169.843922,6653.365,6675.647,0.06811625,221.779,4336.392
501,63.071371,169.739416,6667.177,6689.505,0.06813309,221.782,4337.526
502,62.956541,169.635182,6680.986,6703.360,0.06815000,221.785,4338.657
503,62.841761,169.531215,6694.793,6717.213,0.06816697,221.787,4339.783
504,62.727033,169.427512,6708.597,6731.064,0.06818401,221.789,4340.905
505,62.612357,169.324068,6722.399,6744.912,0.06820131,221.791,4342.034
506,62.497735,169.220879,6736.198,6758.757,0.06821855,221.792,4343.152
507,62.383166,169.117942,6749.994,6772.600,0.06823599,221.792,4344.273
508,62.268653,169.015253,6763.788,6786.439,0.06825323,221.792,4345.375
509,62.154196,168.912807,6777.578,6800.276,0.06827082,221.792,4346.487
510,62.039796,168.810602,6791.366,6814.110,0.06828852,221.791,4347.599
511,61.925454,168.708632,6805.151,6827.941,0.06830610,221.790,4348.695
512,61.811171,168.606896,6818.933,6841.769,0.06832381,221.788,4349.791
513,61.696948,168.505388,6832.711,6855.594,0.06834187,221.786,4350.899
514,61.582785,168.404106,6846.487,6869.415,0.06835964,221.784,4351.981
515,61.468685,168.303046,6860.259,6883.233,0.06837761,221.781,4353.067
516,61.354647,168.202205,6874.028,6897.048,0.06839573,221.777,4354.153
517,61.240673,168.101578,6887.793,6910.860,0.06841391,221.774,4355.236
518,61.126763,168.001164,6901.556,6924.668,0.06843211,221.769,4356.310
519,61.012919,167.900957,6915.314,6938.473,0.06845056,221.765,4357.393
520,60.899142,167.800956,6929.069,6952.274,0.06846888,221.759,4358.458
521,60.785432,167.701157,6942.821,6966.072,0.06848735,221.754,4359.522
522,60.671791,167.601556,6956.568,6979.865,0.06850593,221.748,4360.586
523,60.558219,167.502150,6970.312,6993.655,0.06852458,221.741,4361.647
524,60.444717,167.402937,6984.053,7007.442,0.06854326,221.734,4362.699
525,60.331287,167.303913,6997.789,7021.224,0.06856219,221.727,4363.760
526,60.217928,167.205075,7011.521,7035.002,0.06858106,221.719,4364.808
527,60.104643,167.106420,7025.250,7048.777,0.06860000,221.711,4365.851
528,59.991432,167.007945,7038.974,7062.547,0.06861887,221.702,4366.880
529,59.878296,166.909647,7052.694,7076.313,0.06863794,221.693,4367.917
530,59.765236,166.811523,7066.411,7090.075,0.06865703,221.684,4368.942
531,59.652252,166.713570,7080.122,7103.833,0.06867644,221.674,4369.981
532,59.539347,166.615786,7093.830,7117.587,0.06869560,221.663,4370.996
533,59.426520,166.518168,7107.533,7131.336,0.06871495,221.653,4372.013
534,59.313773,166.420712,7121.232,7145.080,0.06873438,221.641,4373.028
535,59.201106,166.323416,7134.926,7158.821,0.06875380,221.630,4374.033
536,59.088521,166.226278,7148.616,7172.556,0.06877336,221.618,4375.039
537,58.976018,166.129294,7162.301,7186.287,0.06879306,221.605,4376.046
538,58.863599,166.032461,7175.982,7200.014,0.06881270,221.592,4377.038
539,58.751264,165.935779,7189.658,7213.735,0.06883247,221.579,4378.033
540,58.639014,165.839242,7203.329,7227.452,0.06885218,221.565,4379.013
541,58.526851,165.742850,7216.995,7241.164,0.06887197,221.551,4379.992
542,58.414774,165.646599,7230.656,7254.871,0.06889194,221.536,4380.973
543,58.302785,165.550487,7244.313,7268.574,0.06891194,221.521,4381.946
544,58.190885,165.454511,7257.964,7282.271,0.06893194,221.506,4382.914
545,58.079075,165.358669,7271.611,7295.963,0.06895206,221.490,4383.878
546,57.967356,165.262958,7285.252,7309.650,0.06897233,221.473,4384.844
547,57.855728,165.167377,7298.888,7323.332,0.06899240,221.457,4385.790
548,57.744193,165.071921,7312.519,7337.009,0.06901261,221.440,4386.736
549,57.632751,164.976590,7326.145,7350.680,0.06903303,221.422,4387.688
550,57.521403,164.881381,7339.766,7364.346,0.06905337,221.404,4388.626
551,57.410151,164.786291,7353.381,7378.007,0.06907387,221.386,4389.566
552,57.298995,164.691318,7366.990,7391.662,0.06909436,221.367,4390.497
553,57.187935,164.596460,7380.595,7405.312,0.06911480,221.348,4391.418
554,57.076974,164.501714,7394.193,7418.956,0.06913549,221.329,4392.345
555,56.966112,164.407078,7407.786,7432.594,0.06915613,221.309,4393.263
556,56.855349,164.312551,7421.374,7446.227,0.06917678,221.289,4394.172
557,56.744686,164.218129,7434.956,7459.855,0.06919751,221.268,4395.080
558,56.634126,164.123810,7448.532,7473.476,0.06921829,221.247,4395.981
559,56.523667,164.029593,7462.102,7487.092,0.06923909,221.226,4396.876
560,56.413312,163.935474,7475.667,7500.702,0.06925988,221.204,4397.763
561,56.303061,163.841453,7489.225,7514.306,0.06928090,221.182,4398.657
562,56.192915,163.747527,7502.778,7527.904,0.06930171,221.159,4399.530
563,56.082875,163.653693,7516.325,7541.497,0.06932279,221.136,4400.411
564,55.972941,163.559950,7529.866,7555.083,0.06934394,221.113,4401.289
565,55.863115,163.466295,7543.401,7568.663,0.06936484,221.089,4402.145
566,55.753398,163.372727,7556.929,7582.237,0.06938607,221.065,4403.015
567,55.643790,163.279243,7570.452,7595.805,0.06940717,221.041,4403.867
568,55.534292,163.185841,7583.968,7609.366,0.06942849,221.016,4404.727
569,55.424906,163.092520,7597.478,7622.922,0.06944967,220.991,4405.571
570,55.315631,162.999277,7610.982,7636.471,0.06947087,220.965,4406.407
571,55.206469,162.906110,7624.480,7650.014,0.06949225,220.940,4407.249
572,55.097421,162.813018,7637.971,7663.550,0.06951378,220.913,4408.092
573,54.988487,162.719998,7651.456,7677.080,0.06953493,220.887,4408.904
574,54.879668,162.627049,7664.935,7690.604,0.06955647,220.860,4409.733
575,54.770966,162.534168,7678.407,7704.121,0.06957790,220.833,4410.549
576,54.662381,162.441353,7691.872,7717.632,0.06959939,220.805,4411.361
577,54.553914,162.348603,7705.331,7731.136,0.06962083,220.778,4412.164
